id,folder,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
mnhroa2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x2r_f1t1,,,
mnhroa3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x3r_f1t1,,,
mnhroa4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x4r_f1t1,,,
mnhroa5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x5r_f1t1,,,
mnhrop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x0u_f1t1,,,
mnhrop2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x2u_f1t1,,,
mnhrop3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x3u_f1t1,,,
mnhrop4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x4u_f1t1,,,
mnhrop5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x5u_f1t1,,,
mnoanba,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa0o_f1t1,,,
mnoanba2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa2r_f1t1,,,
mnoanba3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa3r_f1t1,,,
mnoanba4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa4r_f1t1,,,
mnoanba5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa5r_f1t1,,,
mnoanbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa0u_f1t1,,,
mnoanbp2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa2u_f1t1,,,
mnoanbp3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa3u_f1t1,,,
mnoanbp4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa4u_f1t1,,,
mnoanbp5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpb_oa5u_f1t1,,,
mnoanoa,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa0o_f1t1,,,
mnoanoa2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa2r_f1t1,,,
mnoanoa3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa3r_f1t1,,,
mnoanoa4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa4r_f1t1,,,
mnoanoa5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa5r_f1t1,,,
mnoanop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa0u_f1t1,,,
mnoanop2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa2u_f1t1,,,
mnoanop3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa3u_f1t1,,,
mnoanop4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa4u_f1t1,,,
mnoanop5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_snpo_oa5u_f1t1,,,
mnoarba,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa0o_f1t1,,,
mnoarba2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa2r_f1t1,,,
mnoarba3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa3r_f1t1,,,
mnoarba4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa4r_f1t1,,,
mnoarba5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa5r_f1t1,,,
mnoarbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa0u_f1t1,,,
mnoarbp2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa2u_f1t1,,,
mnoarbp3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa3u_f1t1,,,
mnoarbp4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa4u_f1t1,,,
mnoarbp5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpb_oa5u_f1t1,,,
mnoaroa,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa0o_f1t1,,,
mnoaroa2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa2r_f1t1,,,
mnoaroa3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa3r_f1t1,,,
mnoaroa4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa4r_f1t1,,,
mnoaroa5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa5r_f1t1,,,
mnoarop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa0u_f1t1,,,
mnoarop2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa2u_f1t1,,,
mnoarop3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa3u_f1t1,,,
mnoarop4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa4u_f1t1,,,
mnoarop5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,minduroa_srpo_oa5u_f1t1,,,
